username,prediction.homeTeam,prediction.awayTeam,round,date,pointsEarned,roundPoints,totalPoints,homeTeam,awayTeam,actualHome,actualAway
lucas,1,1,13,2025-07-11T21:16:37.000Z,0,20,131,Flamengo,São Paulo,2,0
lucas,1,0,13,2025-07-11T21:17:09.000Z,10,20,131,Internacional,Vitória,1,0
lucas,1,2,13,2025-07-11T21:17:16.000Z,5,20,131,Vasco,Botafogo,0,2
lucas,1,2,13,2025-07-11T21:17:27.000Z,0,20,131,Bahia,Atlético-MG,2,1
lucas,1,0,13,2025-07-11T21:17:45.000Z,5,20,131,Cruzeiro,Grêmio,4,1
lucas,0,0,13,2025-07-11T21:17:55.000Z,0,20,131,Fortaleza,Ceará,0,1
lucas,1,2,13,2025-07-11T21:18:04.000Z,0,20,131,Juventude,Sport,2,0
ricardomello,2,1,13,2025-07-11T21:18:35.000Z,0,15,172,Corinthians,Bragantino,1,2
lucas,0,0,13,2025-07-11T21:20:17.000Z,0,20,131,Corinthians,Bragantino,1,2
ricardomello,1,1,13,2025-07-11T21:24:33.000Z,0,15,172,Flamengo,São Paulo,2,0
ricardomello,2,0,13,2025-07-11T21:24:51.000Z,5,15,172,Internacional,Vitória,1,0
ricardomello,2,3,13,2025-07-11T21:25:01.000Z,5,15,172,Vasco,Botafogo,0,2
ricardomello,1,1,13,2025-07-11T21:25:09.000Z,0,15,172,Bahia,Atlético-MG,2,1
ricardomello,0,0,13,2025-07-11T21:25:16.000Z,0,15,172,Cruzeiro,Grêmio,4,1
ricardomello,1,1,13,2025-07-11T21:25:31.000Z,0,15,172,Fortaleza,Ceará,0,1
ricardomello,1,0,13,2025-07-11T21:25:42.000Z,5,15,172,Juventude,Sport,2,0
daniel,4,0,13,2025-07-11T21:28:59.000Z,5,25,157,Flamengo,São Paulo,2,0
daniel,3,1,13,2025-07-11T21:29:07.000Z,5,25,157,Internacional,Vitória,1,0
daniel,2,0,13,2025-07-11T21:29:16.000Z,0,25,157,Vasco,Botafogo,0,2
daniel,2,1,13,2025-07-11T21:29:25.000Z,10,25,157,Bahia,Atlético-MG,2,1
daniel,3,0,13,2025-07-11T21:29:36.000Z,0,25,157,Corinthians,Bragantino,1,2
daniel,2,0,13,2025-07-11T21:29:45.000Z,5,25,157,Cruzeiro,Grêmio,4,1
daniel,2,0,13,2025-07-11T21:29:55.000Z,0,25,157,Fortaleza,Ceará,0,1
daniel,0,0,13,2025-07-11T21:30:04.000Z,0,25,157,Juventude,Sport,2,0
joaozorzella,2,1,13,2025-07-12T00:47:57.000Z,5,25,192,Flamengo,São Paulo,2,0
joaozorzella,3,1,13,2025-07-12T00:48:16.000Z,5,25,192,Internacional,Vitória,1,0
joaozorzella,1,2,13,2025-07-12T00:48:29.000Z,5,25,192,Vasco,Botafogo,0,2
joaozorzella,2,2,13,2025-07-12T00:48:42.000Z,0,25,192,Bahia,Atlético-MG,2,1
joaozorzella,1,0,13,2025-07-12T00:49:05.000Z,0,25,192,Corinthians,Bragantino,1,2
joaozorzella,2,1,13,2025-07-12T00:49:21.000Z,5,25,192,Cruzeiro,Grêmio,4,1
joaozorzella,2,2,13,2025-07-12T00:49:39.000Z,0,25,192,Fortaleza,Ceará,0,1
joaozorzella,1,0,13,2025-07-12T00:49:55.000Z,5,25,192,Juventude,Sport,2,0
luciano,3,1,13,2025-07-12T01:28:25.000Z,5,30,193,Flamengo,São Paulo,2,0
luciano,1,1,13,2025-07-12T01:28:40.000Z,0,30,193,Internacional,Vitória,1,0
luciano,0,1,13,2025-07-12T01:29:03.000Z,5,30,193,Vasco,Botafogo,0,2
luciano,2,2,13,2025-07-12T01:29:24.000Z,0,30,193,Bahia,Atlético-MG,2,1
luciano,1,2,13,2025-07-12T01:29:40.000Z,10,30,193,Corinthians,Bragantino,1,2
luciano,2,1,13,2025-07-12T01:30:09.000Z,5,30,193,Cruzeiro,Grêmio,4,1
luciano,1,1,13,2025-07-12T01:30:30.000Z,0,30,193,Fortaleza,Ceará,0,1
luciano,1,0,13,2025-07-12T01:30:46.000Z,5,30,193,Juventude,Sport,2,0
murilo,3,1,13,2025-07-12T03:35:35.000Z,5,35,140,Flamengo,São Paulo,2,0
murilo,1,0,13,2025-07-12T03:35:44.000Z,10,35,140,Internacional,Vitória,1,0
murilo,2,2,13,2025-07-12T03:35:56.000Z,0,35,140,Vasco,Botafogo,0,2
murilo,1,2,13,2025-07-12T03:36:06.000Z,0,35,140,Bahia,Atlético-MG,2,1
murilo,1,2,13,2025-07-12T03:36:40.000Z,10,35,140,Corinthians,Bragantino,1,2
murilo,1,0,13,2025-07-12T03:36:49.000Z,5,35,140,Cruzeiro,Grêmio,4,1
murilo,2,0,13,2025-07-12T03:36:56.000Z,0,35,140,Fortaleza,Ceará,0,1
murilo,1,0,13,2025-07-12T03:37:05.000Z,5,35,140,Juventude,Sport,2,0
edmilson,1,2,13,2025-07-12T14:08:32.000Z,0,20,60,Flamengo,São Paulo,2,0
edmilson,2,0,13,2025-07-12T14:08:53.000Z,5,20,60,Internacional,Vitória,1,0
edmilson,1,2,13,2025-07-12T14:09:08.000Z,5,20,60,Vasco,Botafogo,0,2
edmilson,1,0,13,2025-07-12T14:09:29.000Z,5,20,60,Bahia,Atlético-MG,2,1
edmilson,2,0,13,2025-07-12T14:09:43.000Z,0,20,60,Corinthians,Bragantino,1,2
edmilson,1,1,13,2025-07-12T14:10:00.000Z,0,20,60,Cruzeiro,Grêmio,4,1
edmilson,2,1,13,2025-07-12T14:10:43.000Z,0,20,60,Fortaleza,Ceará,0,1
edmilson,3,1,13,2025-07-12T14:10:59.000Z,5,20,60,Juventude,Sport,2,0
bruno,1,0,13,2025-07-12T14:58:28.000Z,5,30,117,Flamengo,São Paulo,2,0
bruno,1,0,13,2025-07-12T14:58:37.000Z,10,30,117,Internacional,Vitória,1,0
bruno,1,0,13,2025-07-12T14:58:44.000Z,0,30,117,Vasco,Botafogo,0,2
bruno,1,0,13,2025-07-12T14:58:53.000Z,5,30,117,Bahia,Atlético-MG,2,1
bruno,1,0,13,2025-07-12T14:58:58.000Z,0,30,117,Corinthians,Bragantino,1,2
bruno,1,0,13,2025-07-12T14:59:13.000Z,5,30,117,Cruzeiro,Grêmio,4,1
bruno,1,0,13,2025-07-12T14:59:20.000Z,0,30,117,Fortaleza,Ceará,0,1
bruno,1,0,13,2025-07-12T14:59:25.000Z,5,30,117,Juventude,Sport,2,0
braulio,2,2,13,2025-07-12T15:11:29.000Z,0,25,183,Flamengo,São Paulo,2,0
braulio,2,1,13,2025-07-12T15:11:37.000Z,5,25,183,Internacional,Vitória,1,0
braulio,1,0,13,2025-07-12T15:11:44.000Z,0,25,183,Vasco,Botafogo,0,2
braulio,2,1,13,2025-07-12T15:12:00.000Z,10,25,183,Bahia,Atlético-MG,2,1
braulio,2,1,13,2025-07-12T15:12:11.000Z,0,25,183,Corinthians,Bragantino,1,2
braulio,2,1,13,2025-07-12T15:12:27.000Z,5,25,183,Cruzeiro,Grêmio,4,1
braulio,1,1,13,2025-07-12T15:12:36.000Z,0,25,183,Fortaleza,Ceará,0,1
braulio,1,0,13,2025-07-12T15:12:43.000Z,5,25,183,Juventude,Sport,2,0
ricardomello,2,1,14,2025-07-15T13:04:53.000Z,0,12,184,Palmeiras,Mirassol,1,1
ricardomello,1,0,14,2025-07-15T13:05:01.000Z,0,12,184,Ceará,Corinthians,0,1
ricardomello,3,0,14,2025-07-15T13:05:07.000Z,0,12,184,Botafogo,Vitória,0,0
ricardomello,2,2,14,2025-07-15T13:05:12.000Z,12,12,184,Bragantino,São Paulo,2,2
ricardomello,1,1,14,2025-07-15T13:05:18.000Z,0,12,184,Fluminense,Cruzeiro,0,2
daniel,0,2,14,2025-07-16T13:23:44.000Z,0,10,167,Palmeiras,Mirassol,1,1
daniel,0,1,14,2025-07-16T13:23:49.000Z,10,10,167,Ceará,Corinthians,0,1
daniel,2,0,14,2025-07-16T13:23:54.000Z,0,10,167,Botafogo,Vitória,0,0
daniel,3,1,14,2025-07-16T13:24:00.000Z,0,10,167,Bragantino,São Paulo,2,2
daniel,2,2,14,2025-07-16T13:24:05.000Z,0,10,167,Fluminense,Cruzeiro,0,2
braulio,2,1,14,2025-07-16T13:34:52.000Z,0,20,203,Palmeiras,Mirassol,1,1
braulio,0,1,14,2025-07-16T13:35:02.000Z,10,20,203,Ceará,Corinthians,0,1
braulio,4,0,14,2025-07-16T13:35:13.000Z,0,20,203,Botafogo,Vitória,0,0
braulio,1,1,14,2025-07-16T13:35:20.000Z,5,20,203,Bragantino,São Paulo,2,2
braulio,1,2,14,2025-07-16T13:35:30.000Z,5,20,203,Fluminense,Cruzeiro,0,2
lucas,1,0,14,2025-07-16T15:38:44.000Z,0,5,136,Palmeiras,Mirassol,1,1
lucas,1,1,14,2025-07-16T15:49:47.000Z,0,5,136,Ceará,Corinthians,0,1
lucas,1,0,14,2025-07-16T15:49:56.000Z,0,5,136,Botafogo,Vitória,0,0
lucas,1,1,14,2025-07-16T15:50:06.000Z,5,5,136,Bragantino,São Paulo,2,2
lucas,2,1,14,2025-07-16T15:50:26.000Z,0,5,136,Fluminense,Cruzeiro,0,2
ricardomello,1,2,14,2025-07-16T17:38:29.000Z,0,12,184,Santos,Flamengo,1,0
daniel,0,3,14,2025-07-16T18:21:08.000Z,0,10,167,Santos,Flamengo,1,0
lucas,1,2,14,2025-07-16T19:04:51.000Z,0,5,136,Santos,Flamengo,1,0
braulio,1,3,14,2025-07-16T19:24:58.000Z,0,20,203,Santos,Flamengo,1,0
joaozorzella,2,0,14,2025-07-16T19:42:19.000Z,0,5,197,Palmeiras,Mirassol,1,1
joaozorzella,1,1,14,2025-07-16T19:42:34.000Z,0,5,197,Ceará,Corinthians,0,1
joaozorzella,2,0,14,2025-07-16T19:42:53.000Z,0,5,197,Botafogo,Vitória,0,0
joaozorzella,1,0,14,2025-07-16T19:43:13.000Z,0,5,197,Bragantino,São Paulo,2,2
joaozorzella,1,2,14,2025-07-16T19:43:39.000Z,0,5,197,Santos,Flamengo,1,0
joaozorzella,0,1,14,2025-07-16T19:44:08.000Z,5,5,197,Fluminense,Cruzeiro,0,2
luciano,3,1,14,2025-07-16T21:01:35.000Z,0,0,193,Palmeiras,Mirassol,1,1
luciano,2,0,14,2025-07-16T21:01:52.000Z,0,0,193,Ceará,Corinthians,0,1
luciano,3,1,14,2025-07-16T21:02:12.000Z,0,0,193,Botafogo,Vitória,0,0
luciano,1,2,14,2025-07-16T21:02:25.000Z,0,0,193,Bragantino,São Paulo,2,2
luciano,1,1,14,2025-07-16T21:02:43.000Z,0,0,193,Fluminense,Cruzeiro,0,2
luciano,1,4,14,2025-07-16T21:02:55.000Z,0,0,193,Santos,Flamengo,1,0
murilo,3,0,14,2025-07-16T21:17:11.000Z,0,10,150,Palmeiras,Mirassol,1,1
murilo,1,0,14,2025-07-16T21:17:19.000Z,0,10,150,Ceará,Corinthians,0,1
murilo,1,1,14,2025-07-16T21:17:27.000Z,5,10,150,Botafogo,Vitória,0,0
murilo,2,1,14,2025-07-16T21:17:35.000Z,0,10,150,Bragantino,São Paulo,2,2
murilo,0,1,14,2025-07-16T21:17:46.000Z,5,10,150,Fluminense,Cruzeiro,0,2
murilo,0,2,14,2025-07-16T21:17:56.000Z,0,10,150,Santos,Flamengo,1,0
bruno,1,0,14,2025-07-16T22:35:49.000Z,0,0,117,Botafogo,Vitória,0,0
bruno,2,1,14,2025-07-16T22:35:54.000Z,0,0,117,Bragantino,São Paulo,2,2
bruno,1,0,14,2025-07-16T22:35:59.000Z,0,0,117,Fluminense,Cruzeiro,0,2
bruno,2,2,14,2025-07-16T22:36:04.000Z,0,0,117,Santos,Flamengo,1,0
ricardomello,1,1,15,2025-07-19T12:29:49.000Z,10,40,224,Fortaleza,Bahia,1,1
ricardomello,0,1,15,2025-07-19T12:29:59.000Z,0,40,224,Vasco,Grêmio,1,1
ricardomello,2,1,15,2025-07-19T12:30:08.000Z,5,40,224,Mirassol,Santos,3,0
ricardomello,1,2,15,2025-07-19T12:30:20.000Z,0,40,224,São Paulo,Corinthians,2,0
ricardomello,2,0,15,2025-07-19T12:30:48.000Z,5,40,224,Internacional,Ceará,1,0
ricardomello,2,0,15,2025-07-19T12:31:05.000Z,5,40,224,Cruzeiro,Juventude,4,0
ricardomello,1,2,15,2025-07-19T12:31:17.000Z,0,40,224,Vitória,Bragantino,1,0
ricardomello,2,1,15,2025-07-19T12:31:27.000Z,5,40,224,Palmeiras,Atlético Mineiro,3,2
ricardomello,1,3,15,2025-07-19T12:31:37.000Z,5,40,224,Sport,Botafogo,0,1
ricardomello,2,1,15,2025-07-19T12:31:48.000Z,5,40,224,Flamengo,Fluminense,1,0
luciano,1,1,15,2025-07-19T13:13:53.000Z,10,50,243,Fortaleza,Bahia,1,1
luciano,2,1,15,2025-07-19T13:14:10.000Z,0,50,243,Vasco,Grêmio,1,1
luciano,2,1,15,2025-07-19T13:14:34.000Z,5,50,243,Mirassol,Santos,3,0
luciano,2,0,15,2025-07-19T13:14:46.000Z,10,50,243,São Paulo,Corinthians,2,0
luciano,1,0,15,2025-07-19T13:15:08.000Z,10,50,243,Internacional,Ceará,1,0
luciano,4,1,15,2025-07-19T13:15:25.000Z,5,50,243,Cruzeiro,Juventude,4,0
luciano,1,1,15,2025-07-19T13:15:41.000Z,0,50,243,Vitória,Bragantino,1,0
luciano,1,2,15,2025-07-19T13:16:03.000Z,0,50,243,Palmeiras,Atlético Mineiro,3,2
luciano,0,2,15,2025-07-19T13:16:23.000Z,5,50,243,Sport,Botafogo,0,1
luciano,3,1,15,2025-07-19T13:16:47.000Z,5,50,243,Flamengo,Fluminense,1,0
murilo,0,1,15,2025-07-19T13:45:31.000Z,0,20,170,Fortaleza,Bahia,1,1
murilo,0,1,15,2025-07-19T13:45:38.000Z,0,20,170,Vasco,Grêmio,1,1
murilo,1,3,15,2025-07-19T13:45:47.000Z,0,20,170,Mirassol,Santos,3,0
murilo,2,0,15,2025-07-19T13:45:54.000Z,10,20,170,São Paulo,Corinthians,2,0
murilo,0,1,15,2025-07-19T13:46:03.000Z,0,20,170,Internacional,Ceará,1,0
murilo,1,1,15,2025-07-19T13:46:10.000Z,0,20,170,Cruzeiro,Juventude,4,0
murilo,1,2,15,2025-07-19T13:46:16.000Z,0,20,170,Vitória,Bragantino,1,0
murilo,3,1,15,2025-07-19T13:46:33.000Z,5,20,170,Palmeiras,Atlético Mineiro,3,2
murilo,0,2,15,2025-07-19T13:46:41.000Z,5,20,170,Sport,Botafogo,0,1
murilo,2,2,15,2025-07-19T13:46:49.000Z,0,20,170,Flamengo,Fluminense,1,0
braulio,0,2,15,2025-07-19T16:47:03.000Z,0,30,233,Fortaleza,Bahia,1,1
braulio,0,1,15,2025-07-19T16:47:15.000Z,0,30,233,Vasco,Grêmio,1,1
braulio,1,2,15,2025-07-19T16:47:23.000Z,0,30,233,Mirassol,Santos,3,0
braulio,1,0,15,2025-07-19T16:47:33.000Z,5,30,233,São Paulo,Corinthians,2,0
braulio,2,0,15,2025-07-19T16:47:44.000Z,5,30,233,Internacional,Ceará,1,0
braulio,3,0,15,2025-07-19T16:47:50.000Z,5,30,233,Cruzeiro,Juventude,4,0
braulio,0,1,15,2025-07-19T16:47:57.000Z,0,30,233,Vitória,Bragantino,1,0
braulio,2,1,15,2025-07-19T16:48:04.000Z,5,30,233,Palmeiras,Atlético Mineiro,3,2
braulio,0,4,15,2025-07-19T16:48:20.000Z,5,30,233,Sport,Botafogo,0,1
braulio,2,1,15,2025-07-19T16:48:33.000Z,5,30,233,Flamengo,Fluminense,1,0
daniel,1,2,15,2025-07-19T17:03:30.000Z,0,37,204,Fortaleza,Bahia,1,1
daniel,1,0,15,2025-07-19T17:03:39.000Z,0,37,204,Vasco,Grêmio,1,1
daniel,2,2,15,2025-07-19T17:04:03.000Z,0,37,204,Mirassol,Santos,3,0
daniel,0,3,15,2025-07-19T17:04:25.000Z,0,37,204,São Paulo,Corinthians,2,0
daniel,1,0,15,2025-07-19T17:04:41.000Z,10,37,204,Internacional,Ceará,1,0
daniel,4,0,15,2025-07-19T17:05:00.000Z,12,37,204,Cruzeiro,Juventude,4,0
daniel,2,0,15,2025-07-19T17:05:33.000Z,5,37,204,Vitória,Bragantino,1,0
daniel,0,3,15,2025-07-19T17:05:42.000Z,0,37,204,Palmeiras,Atlético Mineiro,3,2
daniel,0,2,15,2025-07-19T17:05:54.000Z,5,37,204,Sport,Botafogo,0,1
daniel,2,0,15,2025-07-19T17:06:04.000Z,5,37,204,Flamengo,Fluminense,1,0
bruno,1,0,15,2025-07-19T17:52:50.000Z,0,36,153,Fortaleza,Bahia,1,1
bruno,1,0,15,2025-07-19T17:52:54.000Z,0,36,153,Vasco,Grêmio,1,1
bruno,0,1,15,2025-07-19T17:53:00.000Z,0,36,153,Mirassol,Santos,3,0
bruno,1,0,15,2025-07-19T17:53:06.000Z,5,36,153,São Paulo,Corinthians,2,0
bruno,1,0,15,2025-07-19T17:53:09.000Z,10,36,153,Internacional,Ceará,1,0
bruno,1,0,15,2025-07-19T17:53:14.000Z,5,36,153,Cruzeiro,Juventude,4,0
bruno,1,1,15,2025-07-19T17:53:18.000Z,0,36,153,Vitória,Bragantino,1,0
bruno,1,0,15,2025-07-19T17:53:22.000Z,5,36,153,Palmeiras,Atlético Mineiro,3,2
bruno,1,1,15,2025-07-19T17:53:27.000Z,0,36,153,Sport,Botafogo,0,1
bruno,1,0,15,2025-07-19T17:53:31.000Z,11,36,153,Flamengo,Fluminense,1,0
lucas,0,0,15,2025-07-19T18:03:25.000Z,5,10,146,Fortaleza,Bahia,1,1
lucas,0,0,15,2025-07-19T18:03:33.000Z,5,10,146,Vasco,Grêmio,1,1
lucas,0,0,15,2025-07-19T18:03:47.000Z,0,10,146,Mirassol,Santos,3,0
lucas,0,0,15,2025-07-19T18:03:54.000Z,0,10,146,São Paulo,Corinthians,2,0
lucas,0,0,15,2025-07-19T18:04:06.000Z,0,10,146,Internacional,Ceará,1,0
lucas,0,0,15,2025-07-19T18:04:20.000Z,0,10,146,Cruzeiro,Juventude,4,0
lucas,0,0,15,2025-07-19T18:04:30.000Z,0,10,146,Vitória,Bragantino,1,0
lucas,0,0,15,2025-07-19T18:04:37.000Z,0,10,146,Palmeiras,Atlético Mineiro,3,2
lucas,0,0,15,2025-07-19T18:04:45.000Z,0,10,146,Sport,Botafogo,0,1
lucas,0,0,15,2025-07-19T18:04:51.000Z,0,10,146,Flamengo,Fluminense,1,0
joaozorzella,0,1,15,2025-07-19T18:21:42.000Z,11,51,248,Sport,Botafogo,0,1
joaozorzella,2,1,15,2025-07-19T18:20:16.000Z,5,51,248,São Paulo,Corinthians,2,0
joaozorzella,2,1,15,2025-07-19T18:21:26.000Z,5,51,248,Palmeiras,Atlético Mineiro,3,2
joaozorzella,1,0,15,2025-07-19T18:20:35.000Z,10,51,248,Internacional,Ceará,1,0
joaozorzella,0,0,15,2025-07-19T18:19:49.000Z,0,51,248,Mirassol,Santos,3,0
joaozorzella,3,1,15,2025-07-19T18:20:50.000Z,5,51,248,Cruzeiro,Juventude,4,0
joaozorzella,1,0,15,2025-07-19T18:19:32.000Z,0,51,248,Vasco,Grêmio,1,1
