username,prediction.homeTeam,prediction.awayTeam,round,date,pointsEarned,roundPoints,totalPoints,homeTeam,awayTeam,actualHome,actualAway
antonio,1,2,18,2025-08-02T18:33:37.000Z,0,20,76,Sport,Bahia,0,0
antonio,2,0,18,2025-08-02T18:33:57.000Z,5,20,76,Mirassol,Vasco,3,2
antonio,1,1,18,2025-08-02T18:34:46.000Z,0,20,76,Fluminense,Grêmio,1,0
antonio,1,0,18,2025-08-02T18:35:03.000Z,0,20,76,Botafogo,Cruzeiro,0,2
antonio,1,0,18,2025-08-02T18:35:28.000Z,0,20,76,Corinthians,Fortaleza,1,1
antonio,2,1,18,2025-08-02T18:35:52.000Z,10,20,76,Atlético‑MG,Bragantino,2,1
antonio,1,3,18,2025-08-02T18:36:09.000Z,0,20,76,Ceará,Flamengo,1,1
antonio,0,1,18,2025-08-02T18:36:33.000Z,0,20,76,Vitória,Palmeiras,2,2
antonio,1,1,18,2025-08-02T18:36:58.000Z,0,20,76,Internacional,São Paulo,1,2
antonio,1,0,18,2025-08-02T18:37:09.000Z,5,20,76,Santos,Juventude,3,1
braulio,1,0,18,2025-08-02T20:07:27.000Z,5,31,296,Mirassol,Vasco,3,2
braulio,1,1,18,2025-08-02T20:07:34.000Z,0,31,296,Fluminense,Grêmio,1,0
braulio,2,2,18,2025-08-02T20:07:42.000Z,0,31,296,Botafogo,Cruzeiro,0,2
braulio,1,1,18,2025-08-02T20:07:51.000Z,10,31,296,Corinthians,Fortaleza,1,1
braulio,0,1,18,2025-08-02T20:08:03.000Z,0,31,296,Atlético‑MG,Bragantino,2,1
braulio,0,2,18,2025-08-02T20:08:08.000Z,0,31,296,Ceará,Flamengo,1,1
braulio,0,3,18,2025-08-02T20:08:17.000Z,0,31,296,Vitória,Palmeiras,2,2
braulio,1,2,18,2025-08-02T20:08:23.000Z,11,31,296,Internacional,São Paulo,1,2
braulio,1,0,18,2025-08-02T20:08:34.000Z,5,31,296,Santos,Juventude,3,1
ricardomello,1,0,19,2025-08-06T15:47:49.000Z,5,30,314,Flamengo,Mirassol,2,1
ricardomello,2,0,19,2025-08-08T02:30:03.000Z,10,30,314,São Paulo,Vitória,2,0
ricardomello,1,1,19,2025-08-08T02:30:13.000Z,0,30,314,Bragantino,Internacional,1,3
ricardomello,1,1,19,2025-08-08T02:36:23.000Z,0,30,314,Fortaleza,Botafogo,0,5
ricardomello,1,1,19,2025-08-08T02:37:20.000Z,5,30,314,Bahia,Fluminense,3,3
ricardomello,0,2,19,2025-08-08T02:37:26.000Z,0,30,314,Vasco,Atlético‑MG,1,1
ricardomello,2,1,19,2025-08-08T02:37:33.000Z,10,30,314,Palmeiras,Ceará,2,1
ricardomello,1,0,19,2025-08-08T02:37:38.000Z,0,30,314,Cruzeiro,Santos,1,2
ricardomello,1,0,19,2025-08-08T02:42:51.000Z,0,30,314,Grêmio,Sport,0,1
zitras,2,1,19,2025-08-08T10:04:56.000Z,10,30,60,Flamengo,Mirassol,2,1
zitras,2,0,19,2025-08-08T10:05:09.000Z,10,30,60,São Paulo,Vitória,2,0
zitras,1,1,19,2025-08-08T10:05:21.000Z,0,30,60,Bragantino,Internacional,1,3
zitras,1,1,19,2025-08-08T10:05:32.000Z,0,30,60,Fortaleza,Botafogo,0,5
zitras,1,0,19,2025-08-08T10:05:43.000Z,0,30,60,Bahia,Fluminense,3,3
zitras,0,0,19,2025-08-08T10:05:54.000Z,5,30,60,Vasco,Atlético‑MG,1,1
zitras,3,1,19,2025-08-08T10:06:09.000Z,5,30,60,Palmeiras,Ceará,2,1
zitras,1,1,19,2025-08-08T10:06:25.000Z,0,30,60,Juventude,Corinthians,2,1
zitras,2,1,19,2025-08-08T10:06:34.000Z,0,30,60,Grêmio,Sport,0,1
zitras,3,2,19,2025-08-08T10:06:42.000Z,0,30,60,Cruzeiro,Santos,1,2
ricardomello,0,1,19,2025-08-08T12:03:27.000Z,0,30,314,Juventude,Corinthians,2,1
guilherme,3,1,19,2025-08-08T14:04:11.000Z,5,20,40,Flamengo,Mirassol,2,1
guilherme,2,1,19,2025-08-08T14:04:22.000Z,5,20,40,São Paulo,Vitória,2,0
guilherme,1,1,19,2025-08-08T14:04:30.000Z,0,20,40,Bragantino,Internacional,1,3
guilherme,1,3,19,2025-08-08T14:04:38.000Z,5,20,40,Fortaleza,Botafogo,0,5
guilherme,2,1,19,2025-08-08T14:05:10.000Z,0,20,40,Bahia,Fluminense,3,3
guilherme,0,2,19,2025-08-08T14:05:18.000Z,0,20,40,Vasco,Atlético‑MG,1,1
guilherme,2,0,19,2025-08-08T14:05:24.000Z,5,20,40,Palmeiras,Ceará,2,1
guilherme,3,0,19,2025-08-08T14:05:33.000Z,0,20,40,Cruzeiro,Santos,1,2
guilherme,1,0,19,2025-08-08T14:05:42.000Z,0,20,40,Grêmio,Sport,0,1
guilherme,0,2,19,2025-08-08T14:05:56.000Z,0,20,40,Juventude,Corinthians,2,1
cleber,2,1,19,2025-08-08T15:15:45.000Z,10,45,90,Flamengo,Mirassol,2,1
cleber,3,1,19,2025-08-08T15:15:52.000Z,5,45,90,São Paulo,Vitória,2,0
cleber,1,1,19,2025-08-08T15:16:05.000Z,0,45,90,Bragantino,Internacional,1,3
cleber,1,2,19,2025-08-08T15:16:19.000Z,5,45,90,Fortaleza,Botafogo,0,5
cleber,2,1,19,2025-08-08T15:16:29.000Z,0,45,90,Bahia,Fluminense,3,3
cleber,1,1,19,2025-08-08T15:16:43.000Z,10,45,90,Vasco,Atlético‑MG,1,1
cleber,2,0,19,2025-08-08T15:16:58.000Z,5,45,90,Palmeiras,Ceará,2,1
cleber,3,1,19,2025-08-08T15:17:19.000Z,0,45,90,Cruzeiro,Santos,1,2
cleber,2,1,19,2025-08-08T15:17:31.000Z,0,45,90,Grêmio,Sport,0,1
cleber,2,1,19,2025-08-08T15:17:48.000Z,10,45,90,Juventude,Corinthians,2,1
murilo,1,2,19,2025-08-09T00:30:34.000Z,0,15,210,Flamengo,Mirassol,2,1
murilo,1,1,19,2025-08-09T00:30:49.000Z,0,15,210,São Paulo,Vitória,2,0
murilo,0,1,19,2025-08-09T00:31:01.000Z,5,15,210,Bragantino,Internacional,1,3
murilo,0,0,19,2025-08-09T00:31:09.000Z,0,15,210,Fortaleza,Botafogo,0,5
murilo,2,0,19,2025-08-09T00:31:16.000Z,0,15,210,Bahia,Fluminense,3,3
murilo,1,3,19,2025-08-09T00:31:24.000Z,0,15,210,Vasco,Atlético‑MG,1,1
murilo,2,0,19,2025-08-09T00:31:32.000Z,5,15,210,Palmeiras,Ceará,2,1
murilo,0,1,19,2025-08-09T00:31:38.000Z,5,15,210,Cruzeiro,Santos,1,2
murilo,2,1,19,2025-08-09T00:31:45.000Z,0,15,210,Grêmio,Sport,0,1
murilo,0,1,19,2025-08-09T00:31:51.000Z,0,15,210,Juventude,Corinthians,2,1
daniel,0,2,19,2025-08-09T00:35:23.000Z,0,15,264,Flamengo,Mirassol,2,1
daniel,2,1,19,2025-08-09T00:35:50.000Z,5,15,264,São Paulo,Vitória,2,0
daniel,1,0,19,2025-08-09T00:35:58.000Z,0,15,264,Bragantino,Internacional,1,3
daniel,0,2,19,2025-08-09T00:36:10.000Z,5,15,264,Fortaleza,Botafogo,0,5
daniel,2,1,19,2025-08-09T00:36:21.000Z,0,15,264,Bahia,Fluminense,3,3
daniel,0,1,19,2025-08-09T00:36:31.000Z,0,15,264,Vasco,Atlético‑MG,1,1
daniel,2,0,19,2025-08-09T00:36:41.000Z,5,15,264,Palmeiras,Ceará,2,1
daniel,3,2,19,2025-08-09T00:36:50.000Z,0,15,264,Cruzeiro,Santos,1,2
daniel,3,0,19,2025-08-09T00:37:01.000Z,0,15,264,Grêmio,Sport,0,1
daniel,0,3,19,2025-08-09T00:37:09.000Z,0,15,264,Juventude,Corinthians,2,1
giovanni,1,1,19,2025-08-09T00:59:35.000Z,0,15,132,Flamengo,Mirassol,2,1
giovanni,2,1,19,2025-08-09T00:59:46.000Z,5,15,132,São Paulo,Vitória,2,0
giovanni,2,0,19,2025-08-09T01:00:08.000Z,0,15,132,Bragantino,Internacional,1,3
giovanni,1,1,19,2025-08-09T01:00:20.000Z,0,15,132,Fortaleza,Botafogo,0,5
giovanni,1,1,19,2025-08-09T01:00:53.000Z,5,15,132,Bahia,Fluminense,3,3
giovanni,2,3,19,2025-08-09T01:01:08.000Z,0,15,132,Vasco,Atlético‑MG,1,1
giovanni,4,0,19,2025-08-09T01:01:18.000Z,5,15,132,Palmeiras,Ceará,2,1
giovanni,2,0,19,2025-08-09T01:01:31.000Z,0,15,132,Cruzeiro,Santos,1,2
giovanni,2,1,19,2025-08-09T01:01:41.000Z,0,15,132,Grêmio,Sport,0,1
giovanni,1,1,19,2025-08-09T01:01:50.000Z,0,15,132,Juventude,Corinthians,2,1
lucas,2,1,19,2025-08-09T13:36:35.000Z,5,25,222,São Paulo,Vitória,2,0
lucas,3,2,19,2025-08-09T13:36:48.000Z,5,25,222,Flamengo,Mirassol,2,1
lucas,2,0,19,2025-08-09T13:39:51.000Z,0,25,222,Bragantino,Internacional,1,3
lucas,0,1,19,2025-08-09T13:41:08.000Z,5,25,222,Fortaleza,Botafogo,0,5
braulio,2,2,19,2025-08-09T13:44:25.000Z,0,20,316,Flamengo,Mirassol,2,1
braulio,3,0,19,2025-08-09T13:44:33.000Z,5,20,316,São Paulo,Vitória,2,0
braulio,1,0,19,2025-08-09T13:44:42.000Z,0,20,316,Bragantino,Internacional,1,3
luciano,5,2,19,2025-08-09T13:44:47.000Z,5,20,326,Flamengo,Mirassol,2,1
braulio,1,2,19,2025-08-09T13:44:49.000Z,5,20,316,Fortaleza,Botafogo,0,5
braulio,1,1,19,2025-08-09T13:44:57.000Z,5,20,316,Bahia,Fluminense,3,3
braulio,2,1,19,2025-08-09T13:45:04.000Z,0,20,316,Vasco,Atlético‑MG,1,1
luciano,3,1,19,2025-08-09T13:45:10.000Z,5,20,326,São Paulo,Vitória,2,0
braulio,2,0,19,2025-08-09T13:45:11.000Z,5,20,316,Palmeiras,Ceará,2,1
luciano,2,1,19,2025-08-09T13:45:25.000Z,0,20,326,Bragantino,Internacional,1,3
braulio,2,1,19,2025-08-09T13:45:25.000Z,0,20,316,Cruzeiro,Santos,1,2
braulio,2,0,19,2025-08-09T13:45:34.000Z,0,20,316,Grêmio,Sport,0,1
luciano,1,1,19,2025-08-09T13:45:40.000Z,0,20,326,Fortaleza,Botafogo,0,5
braulio,1,1,19,2025-08-09T13:45:42.000Z,0,20,316,Juventude,Corinthians,2,1
luciano,2,2,19,2025-08-09T13:45:57.000Z,5,20,326,Bahia,Fluminense,3,3
luciano,1,2,19,2025-08-09T13:46:20.000Z,0,20,326,Vasco,Atlético‑MG,1,1
luciano,3,1,19,2025-08-09T13:46:38.000Z,5,20,326,Palmeiras,Ceará,2,1
luciano,0,0,19,2025-08-09T13:47:03.000Z,0,20,326,Juventude,Corinthians,2,1
luciano,2,0,19,2025-08-09T13:47:17.000Z,0,20,326,Grêmio,Sport,0,1
luciano,3,2,19,2025-08-09T13:47:33.000Z,0,20,326,Cruzeiro,Santos,1,2
lucas,1,1,19,2025-08-09T14:03:12.000Z,5,25,222,Bahia,Fluminense,3,3
lucas,0,2,19,2025-08-09T14:05:19.000Z,0,25,222,Vasco,Atlético‑MG,1,1
lucas,2,0,19,2025-08-09T14:05:52.000Z,5,25,222,Palmeiras,Ceará,2,1
lucas,1,1,19,2025-08-09T14:06:33.000Z,0,25,222,Cruzeiro,Santos,1,2
lucas,1,0,19,2025-08-09T14:22:28.000Z,0,25,222,Grêmio,Sport,0,1
lucas,0,1,19,2025-08-09T14:23:00.000Z,0,25,222,Juventude,Corinthians,2,1
edmilson,3,1,19,2025-08-09T14:34:30.000Z,5,20,80,Flamengo,Mirassol,2,1
edmilson,2,1,19,2025-08-09T14:34:44.000Z,5,20,80,São Paulo,Vitória,2,0
edmilson,1,0,19,2025-08-09T14:34:57.000Z,0,20,80,Bragantino,Internacional,1,3
edmilson,2,0,19,2025-08-09T14:35:11.000Z,0,20,80,Fortaleza,Botafogo,0,5
edmilson,1,2,19,2025-08-09T14:35:24.000Z,0,20,80,Bahia,Fluminense,3,3
edmilson,2,0,19,2025-08-09T14:35:44.000Z,0,20,80,Vasco,Atlético‑MG,1,1
edmilson,3,0,19,2025-08-09T14:36:02.000Z,5,20,80,Palmeiras,Ceará,2,1
edmilson,0,2,19,2025-08-09T14:36:16.000Z,5,20,80,Cruzeiro,Santos,1,2
edmilson,2,0,19,2025-08-09T14:36:30.000Z,0,20,80,Grêmio,Sport,0,1
edmilson,1,1,19,2025-08-09T14:36:44.000Z,0,20,80,Juventude,Corinthians,2,1
weslley,2,2,19,2025-08-09T16:02:46.000Z,0,30,60,Flamengo,Mirassol,2,1
weslley,2,0,19,2025-08-09T16:02:59.000Z,10,30,60,São Paulo,Vitória,2,0
weslley,1,0,19,2025-08-09T16:03:13.000Z,0,30,60,Bragantino,Internacional,1,3
weslley,1,2,19,2025-08-09T16:03:25.000Z,5,30,60,Fortaleza,Botafogo,0,5
weslley,2,1,19,2025-08-09T16:03:59.000Z,0,30,60,Bahia,Fluminense,3,3
weslley,1,1,19,2025-08-09T16:04:10.000Z,10,30,60,Vasco,Atlético‑MG,1,1
weslley,1,0,19,2025-08-09T16:04:21.000Z,5,30,60,Palmeiras,Ceará,2,1
weslley,2,0,19,2025-08-09T16:04:33.000Z,0,30,60,Cruzeiro,Santos,1,2
weslley,1,0,19,2025-08-09T16:04:42.000Z,0,30,60,Grêmio,Sport,0,1
weslley,2,2,19,2025-08-09T16:04:54.000Z,0,30,60,Juventude,Corinthians,2,1
gabriel,3,1,19,2025-08-09T16:28:12.000Z,5,25,50,Flamengo,Mirassol,2,1
gabriel,3,1,19,2025-08-09T16:28:22.000Z,5,25,50,São Paulo,Vitória,2,0
gabriel,1,1,19,2025-08-09T16:28:42.000Z,0,25,50,Bragantino,Internacional,1,3
gabriel,1,1,19,2025-08-09T16:29:00.000Z,0,25,50,Fortaleza,Botafogo,0,5
gabriel,2,1,19,2025-08-09T16:29:16.000Z,0,25,50,Bahia,Fluminense,3,3
gabriel,1,2,19,2025-08-09T16:29:28.000Z,0,25,50,Vasco,Atlético‑MG,1,1
gabriel,3,1,19,2025-08-09T16:29:41.000Z,5,25,50,Palmeiras,Ceará,2,1
gabriel,2,2,19,2025-08-09T16:29:51.000Z,0,25,50,Cruzeiro,Santos,1,2
gabriel,3,1,19,2025-08-09T16:30:10.000Z,0,25,50,Grêmio,Sport,0,1
gabriel,2,1,19,2025-08-09T16:30:20.000Z,10,25,50,Juventude,Corinthians,2,1
matheus,2,0,19,2025-08-09T17:33:45.000Z,5,20,40,Flamengo,Mirassol,2,1
matheus,2,1,19,2025-08-09T17:33:52.000Z,5,20,40,São Paulo,Vitória,2,0
matheus,1,0,19,2025-08-09T17:33:58.000Z,0,20,40,Bragantino,Internacional,1,3
matheus,1,1,19,2025-08-09T17:34:07.000Z,0,20,40,Fortaleza,Botafogo,0,5
matheus,2,2,19,2025-08-09T17:34:13.000Z,5,20,40,Bahia,Fluminense,3,3
matheus,1,2,19,2025-08-09T17:34:23.000Z,0,20,40,Vasco,Atlético‑MG,1,1
matheus,2,0,19,2025-08-09T17:34:30.000Z,5,20,40,Palmeiras,Ceará,2,1
matheus,2,1,19,2025-08-09T17:34:36.000Z,0,20,40,Cruzeiro,Santos,1,2
matheus,1,0,19,2025-08-09T17:34:41.000Z,0,20,40,Grêmio,Sport,0,1
matheus,0,1,19,2025-08-09T17:34:47.000Z,0,20,40,Juventude,Corinthians,2,1
joaozorzella,2,0,19,2025-08-09T18:02:51.000Z,5,20,334,Flamengo,Mirassol,2,1
joaozorzella,2,1,19,2025-08-09T18:03:03.000Z,5,20,334,São Paulo,Vitória,2,0
joaozorzella,1,1,19,2025-08-09T18:03:16.000Z,0,20,334,Bragantino,Internacional,1,3
joaozorzella,2,2,19,2025-08-09T18:03:39.000Z,0,20,334,Fortaleza,Botafogo,0,5
joaozorzella,1,0,19,2025-08-09T18:03:50.000Z,0,20,334,Bahia,Fluminense,3,3
joaozorzella,0,1,19,2025-08-09T18:04:12.000Z,0,20,334,Vasco,Atlético‑MG,1,1
joaozorzella,2,1,19,2025-08-09T18:04:20.000Z,10,20,334,Palmeiras,Ceará,2,1
joaozorzella,1,0,19,2025-08-09T18:04:37.000Z,0,20,334,Cruzeiro,Santos,1,2
joaozorzella,1,0,19,2025-08-09T18:04:48.000Z,0,20,334,Grêmio,Sport,0,1
joaozorzella,0,1,19,2025-08-09T18:05:10.000Z,0,20,334,Juventude,Corinthians,2,1
heraldo,2,0,19,2025-08-09T18:13:30.000Z,5,20,40,Flamengo,Mirassol,2,1
heraldo,3,1,19,2025-08-09T18:13:46.000Z,5,20,40,São Paulo,Vitória,2,0
heraldo,1,1,19,2025-08-09T18:14:06.000Z,0,20,40,Bragantino,Internacional,1,3
heraldo,1,2,19,2025-08-09T18:14:18.000Z,5,20,40,Fortaleza,Botafogo,0,5
heraldo,2,1,19,2025-08-09T18:14:41.000Z,0,20,40,Bahia,Fluminense,3,3
antonio,2,0,19,2025-08-09T20:58:02.000Z,5,36,112,Flamengo,Mirassol,2,1
antonio,2,1,19,2025-08-09T20:58:47.000Z,5,36,112,São Paulo,Vitória,2,0
antonio,1,0,19,2025-08-09T21:00:15.000Z,0,36,112,Bragantino,Internacional,1,3
antonio,1,2,19,2025-08-09T21:00:27.000Z,5,36,112,Fortaleza,Botafogo,0,5
antonio,2,2,19,2025-08-09T21:01:32.000Z,5,36,112,Bahia,Fluminense,3,3
antonio,0,1,19,2025-08-09T21:02:00.000Z,0,36,112,Vasco,Atlético‑MG,1,1
antonio,1,0,19,2025-08-09T21:02:18.000Z,5,36,112,Palmeiras,Ceará,2,1
antonio,1,2,19,2025-08-09T21:02:26.000Z,11,36,112,Cruzeiro,Santos,1,2
antonio,2,0,19,2025-08-09T21:02:40.000Z,0,36,112,Grêmio,Sport,0,1
antonio,1,1,19,2025-08-09T21:02:52.000Z,0,36,112,Juventude,Corinthians,2,1
rafaelcarvalho,3,0,19,2025-08-09T21:28:23.000Z,5,35,70,Flamengo,Mirassol,2,1
rafaelcarvalho,3,0,19,2025-08-09T21:28:42.000Z,5,35,70,São Paulo,Vitória,2,0
rafaelcarvalho,0,2,19,2025-08-09T21:29:07.000Z,5,35,70,Bragantino,Internacional,1,3
rafaelcarvalho,1,2,19,2025-08-09T21:29:32.000Z,5,35,70,Fortaleza,Botafogo,0,5
rafaelcarvalho,0,2,19,2025-08-09T21:29:45.000Z,0,35,70,Bahia,Fluminense,3,3
rafaelcarvalho,0,1,19,2025-08-09T21:30:00.000Z,0,35,70,Vasco,Atlético‑MG,1,1
rafaelcarvalho,2,0,19,2025-08-09T21:30:13.000Z,5,35,70,Palmeiras,Ceará,2,1
rafaelcarvalho,0,2,19,2025-08-09T21:30:30.000Z,5,35,70,Cruzeiro,Santos,1,2
rafaelcarvalho,3,0,19,2025-08-09T21:30:41.000Z,0,35,70,Grêmio,Sport,0,1
rafaelcarvalho,2,0,19,2025-08-09T21:30:53.000Z,5,35,70,Juventude,Corinthians,2,1
heraldo,2,1,19,2025-08-10T18:54:04.000Z,0,20,40,Vasco,Atlético‑MG,1,1
heraldo,3,1,19,2025-08-10T18:54:14.000Z,5,20,40,Palmeiras,Ceará,2,1
heraldo,2,1,19,2025-08-10T18:54:24.000Z,0,20,40,Cruzeiro,Santos,1,2
heraldo,1,0,19,2025-08-10T18:54:38.000Z,0,20,40,Grêmio,Sport,0,1
heraldo,1,1,19,2025-08-11T22:52:43.000Z,0,20,40,Juventude,Corinthians,2,1
